000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
101,F,WI,1034.38
000, ,WI,0000.00
000, ,WI,0000.00
104,S,WI,0100.99
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
000, ,WI,0000.00
